,eye_lashes,eye_lid,chin_length,eyebrow_weight,eyebrow_shape,eyebrow_thickness,face_shape,facial_hair,hair,eye_color,face_color,hair_color,glasses,glasses_color,eye_slant,eyebrow_width,eye_eyebrow_distance,image_name
9031,0,1,2,1,5,2,2,14,44,2,9,4,11,2,2,0,2,cs11365015284974692915.png
9032,0,0,0,0,7,0,1,12,93,1,3,5,3,4,1,1,1,cs11365107979606767.png
9033,1,0,0,0,10,0,1,14,107,3,3,1,6,3,0,1,1,cs11365219022987143908.png
9034,1,0,1,0,7,2,4,14,54,1,10,1,1,3,0,0,2,cs11365562154569084420.png
9035,0,0,0,1,0,1,6,7,89,2,8,6,11,4,1,1,0,cs11365630194310527040.png
9036,0,0,0,0,3,1,6,14,58,4,1,4,11,4,1,0,0,cs11365689327704398572.png
9037,1,1,0,1,13,3,5,10,23,1,6,8,11,2,2,0,0,cs11365996220374333645.png
9038,1,1,1,1,0,0,6,14,2,3,8,6,11,3,1,0,0,cs11366056327057466256.png
9039,0,1,0,0,8,3,1,2,19,2,5,8,0,1,1,2,1,cs11366388915486136323.png
9040,1,0,1,0,12,0,4,14,49,3,2,4,5,3,0,2,0,cs11366571679578775573.png
9041,0,1,2,1,5,3,6,14,18,4,1,5,4,2,1,0,1,cs11366675978370557134.png
9042,0,1,1,0,5,1,2,14,86,2,6,3,1,2,1,2,0,cs11366676422208080248.png
9043,1,0,1,1,2,3,2,14,50,2,6,7,11,6,1,0,2,cs11366805141950107737.png
9044,1,1,0,0,6,2,6,11,73,3,5,7,11,5,1,0,1,cs11367025070660481553.png
9045,0,1,1,0,2,3,2,14,14,3,2,4,11,6,2,2,1,cs1136708372717102058.png
9046,1,0,0,0,6,1,0,14,34,2,6,0,11,0,2,0,0,cs11367134721435778760.png
9047,1,1,1,0,11,3,5,2,25,4,4,7,5,4,2,0,2,cs11367314218663403056.png
9048,1,0,2,1,0,2,6,14,16,1,1,9,11,3,1,2,2,cs11367329542389820962.png
9049,1,1,1,0,1,0,0,14,56,0,8,1,11,4,2,2,1,cs11367391341177099509.png
9050,0,0,0,1,2,1,4,3,99,2,4,7,11,6,1,2,2,cs11367461469899923346.png
9051,1,1,2,0,7,3,5,0,3,0,7,3,11,5,0,2,2,cs11367477792029885442.png
9052,0,0,2,0,9,0,1,14,97,1,9,7,6,5,2,0,1,cs11367926952229945949.png
9053,1,1,0,1,6,2,4,3,38,2,4,1,2,3,0,2,2,cs11368124362886966856.png
9054,0,1,0,0,13,3,3,6,50,4,1,9,2,3,0,0,0,cs11368164453093175751.png
9055,1,0,1,0,7,2,0,14,58,2,7,6,11,2,1,1,0,cs11368183461708715805.png
9056,0,1,0,0,1,3,3,14,50,4,4,0,3,3,1,0,0,cs11368467474457687301.png
9057,1,1,0,1,5,0,2,0,4,0,0,4,11,6,0,1,0,cs11368798181372563903.png
9058,1,1,2,1,5,1,3,10,55,3,10,1,6,2,1,0,2,cs11368800200617201400.png
9059,0,0,2,0,5,3,6,4,5,0,10,1,8,0,2,2,0,cs11368828941430934101.png
9060,0,0,2,0,11,0,4,14,69,3,3,6,11,3,0,1,0,cs11368946878789550656.png
9061,1,0,2,0,3,2,3,13,51,4,10,9,11,1,2,2,0,cs11369090312244475820.png
9062,0,0,0,1,7,0,2,1,46,1,6,9,11,5,2,2,2,cs11369386911090999885.png
9063,1,0,0,1,8,2,1,0,6,3,7,1,9,1,2,2,1,cs11369754060190281975.png
9064,0,1,1,1,4,2,4,4,110,1,4,2,2,2,0,1,1,cs11369899983413121431.png
9065,0,1,1,1,2,1,3,7,88,0,0,8,11,5,2,1,0,cs11369928322585067995.png
9066,0,1,0,0,3,0,6,14,53,0,1,2,11,2,0,0,0,cs11370207195697400760.png
9067,1,0,1,0,13,0,6,14,81,2,8,3,4,0,0,0,2,cs11370357610516266055.png
9068,1,0,1,0,11,3,0,10,58,4,4,8,11,0,1,2,1,cs11370492422015378521.png
9069,1,0,2,1,3,0,3,4,42,1,3,8,6,0,0,0,1,cs11370610152692663488.png
9070,0,0,2,1,9,2,1,0,42,2,4,8,11,2,0,1,0,cs11370637790318651702.png
9071,0,1,2,1,7,0,1,14,68,0,2,5,11,2,0,2,1,cs11370651996261376785.png
9072,0,0,0,1,11,3,4,14,92,1,6,8,10,0,2,0,0,cs11370733519375307837.png
9073,1,0,0,1,7,1,0,14,50,3,4,2,11,1,2,2,0,cs11370882891136517180.png
9074,1,1,0,0,3,0,0,14,80,1,4,6,11,0,2,2,2,cs11371018914321538628.png
9075,0,1,1,1,11,0,3,14,5,4,7,1,11,1,1,1,1,cs11371089577539804187.png
9076,0,1,2,1,4,1,2,7,61,2,5,9,11,2,1,0,0,cs11371212436551555700.png
9077,1,1,0,1,6,0,2,8,60,1,1,4,7,6,1,1,0,cs11371283180682546512.png
9078,0,0,0,0,0,2,5,14,10,2,0,9,11,1,1,1,0,cs11371496047779617821.png
9079,1,1,2,1,1,3,3,1,85,1,8,4,6,2,2,1,2,cs1137174027671324854.png
9080,1,1,0,0,11,1,2,12,42,3,4,2,11,1,1,2,2,cs11371866618364357907.png
9081,0,1,0,0,8,1,3,14,106,4,1,8,11,4,0,1,0,cs11372012160489727827.png
9082,0,0,2,0,3,0,0,14,20,1,6,5,9,2,0,1,2,cs11372472110437547903.png
9083,1,1,0,1,4,0,0,14,33,4,5,5,10,1,0,1,0,cs11372653244796046413.png
9084,1,1,2,1,1,0,4,1,67,3,9,3,11,3,2,1,0,cs11372751641684997980.png
9085,1,0,1,1,4,0,6,14,41,4,10,3,1,5,1,1,2,cs11373138585514424067.png
9086,1,1,1,1,9,0,3,1,63,2,5,9,11,4,2,1,2,cs11373187084621154811.png
9087,0,1,0,0,10,2,1,14,60,2,5,5,1,0,2,2,0,cs1137344305685427564.png
9088,0,1,0,1,3,3,2,14,39,3,8,8,8,4,0,1,1,cs11373663013474224645.png
9089,0,0,2,0,4,2,0,14,0,2,1,2,3,0,1,2,2,cs11373738385733776327.png
9090,0,1,0,1,9,3,5,14,25,4,4,7,11,2,1,0,0,cs11373832365493633815.png
9091,0,0,2,1,13,3,3,4,65,4,8,3,11,0,2,0,2,cs11374032889149360986.png
9092,0,0,0,1,13,2,6,14,29,1,9,5,11,2,0,2,2,cs11374421300817485775.png
9093,1,1,0,0,1,1,3,14,32,2,8,0,11,2,2,1,0,cs11374439260537422671.png
9094,1,1,2,0,12,1,0,5,92,4,3,5,2,5,2,2,0,cs11374947648972511660.png
9095,0,1,1,0,4,2,5,3,68,2,2,6,11,5,1,1,2,cs11375152846009633984.png
9096,1,1,2,0,9,3,6,14,17,3,0,0,11,4,1,2,1,cs11375204304045493997.png
9097,0,1,1,0,6,2,2,8,26,3,3,3,4,1,2,2,2,cs1137524451218226036.png
9098,1,0,1,0,3,2,5,10,36,4,1,4,11,4,0,2,0,cs11375511389246704412.png
9099,0,0,0,0,7,0,5,14,42,4,10,5,7,1,1,2,1,cs11375601407228935463.png
9100,0,0,2,1,10,0,1,14,1,1,10,8,11,3,1,1,0,cs1137586326331385943.png
9101,0,1,2,1,3,0,6,6,86,3,3,6,9,3,1,2,0,cs11375949623150088770.png
9102,0,1,0,0,5,2,1,11,8,3,5,1,11,5,2,1,0,cs11375974499839185882.png
9103,0,0,1,0,0,3,5,1,43,0,5,3,8,2,1,0,0,cs11376051691217866645.png
9104,1,0,1,0,12,1,1,7,76,3,4,4,11,5,0,0,1,cs11376148224924907922.png
9105,0,0,0,0,10,3,4,10,40,2,7,4,6,3,1,2,0,cs1137656957637254039.png
9106,1,1,2,0,2,1,1,14,22,1,0,8,8,0,0,2,0,cs11376979153662732689.png
9107,1,0,1,0,12,2,6,14,38,2,7,7,2,6,1,1,2,cs11377345325882607689.png
9108,0,0,1,0,9,1,6,14,100,2,7,2,11,2,1,2,0,cs1137749530050233885.png
9109,0,0,0,0,11,2,4,14,87,4,3,0,11,3,2,1,0,cs11377641776168771058.png
9110,0,1,2,1,8,0,6,14,8,4,5,4,5,5,2,2,1,cs11377665791831390406.png
9111,0,1,0,0,3,2,0,13,101,0,10,4,5,2,0,1,0,cs11378019030521788823.png
9112,0,1,1,1,10,2,3,4,89,4,8,9,11,4,2,1,2,cs11378056480279532164.png
9113,0,0,1,0,2,1,6,14,94,0,6,2,11,1,1,0,0,cs11378138768148320018.png
9114,1,1,0,1,8,2,2,3,29,2,3,4,11,6,0,2,0,cs11378154435005573452.png
9115,0,0,1,1,5,0,0,8,62,2,9,1,5,5,2,0,2,cs11378356477987792678.png
9116,0,0,1,1,11,2,5,14,7,4,1,0,11,6,0,0,2,cs11378755854990162607.png
9117,0,0,2,1,5,2,5,5,52,3,6,7,9,0,0,1,2,cs11378944504839076316.png
9118,0,1,1,1,12,0,2,14,23,4,9,1,11,5,0,1,0,cs11378977659664051265.png
9119,1,0,1,1,1,1,2,14,14,2,5,9,6,5,2,0,0,cs11379194052403446599.png
9120,0,1,1,0,10,0,4,13,58,2,0,8,6,5,0,0,2,cs11379330517153131689.png
9121,1,1,0,0,7,1,6,14,37,4,3,6,1,1,2,1,1,cs11379340135126119738.png
9122,1,1,1,0,10,3,1,10,36,0,8,2,1,0,1,1,2,cs11379373892405846116.png
9123,1,1,1,1,5,1,4,6,6,2,10,9,11,2,2,0,2,cs11379656243178858986.png
9124,1,1,2,1,7,1,5,6,60,3,1,5,11,2,1,2,2,cs1137982991522440119.png
9125,0,1,1,0,4,0,4,14,47,2,5,7,11,6,1,1,0,cs11379883295836734846.png
9126,1,1,1,1,10,1,4,1,45,0,2,2,11,0,1,2,0,cs11379995222939827650.png
9127,0,0,1,0,3,0,1,14,103,2,2,7,1,2,0,2,0,cs1138000513460143535.png
9128,1,0,2,1,10,1,5,14,70,1,0,1,1,3,0,2,0,cs11380025015742357848.png
9129,0,1,0,1,12,3,0,14,31,1,0,8,9,0,2,1,2,cs11380294823410310933.png
9130,0,0,1,1,13,2,1,9,65,4,9,4,1,4,1,0,1,cs11380521033878414200.png
9131,1,1,1,1,2,1,4,13,66,0,10,1,11,6,1,2,2,cs11380535357950534944.png
9132,1,1,0,0,9,2,1,14,45,0,10,5,11,6,2,0,0,cs11380561441576779822.png
9133,1,0,2,0,12,1,1,14,46,0,2,4,11,0,2,2,1,cs11380568546339099320.png
9134,0,1,2,1,2,2,1,14,3,0,6,0,11,0,0,2,1,cs11380733986482000965.png
9135,0,0,1,0,2,0,3,14,94,3,10,4,5,3,2,1,0,cs11380764665264688576.png
9136,1,1,1,0,2,1,2,14,3,1,5,6,11,4,2,2,2,cs11380859404614899092.png
9137,0,1,1,0,11,2,5,14,108,2,10,1,11,0,0,0,0,cs11380889636742155284.png
9138,0,0,0,1,13,0,2,14,75,1,7,4,5,3,0,1,0,cs11380918488963538990.png
9139,0,0,2,1,9,1,0,14,10,4,3,2,11,4,0,0,1,cs1138094140756415599.png
9140,0,1,1,0,0,1,6,9,81,2,8,4,11,4,1,2,2,cs11381107500823039442.png
9141,1,1,1,0,8,3,1,14,5,1,8,9,10,6,0,2,0,cs11381248147582931068.png
9142,0,1,2,1,2,3,5,8,70,0,5,9,11,3,0,2,2,cs11381487431989616210.png
9143,0,1,0,1,1,3,2,14,33,2,0,8,7,2,1,0,1,cs11381518946072083552.png
9144,1,1,1,0,0,1,6,6,43,4,6,3,3,3,2,0,2,cs11381572632690128919.png
9145,0,0,2,1,12,2,6,7,87,4,5,8,3,3,0,1,1,cs11381854397675295825.png
9146,1,1,1,0,8,2,3,14,73,3,10,3,3,2,2,2,2,cs11381908637584685273.png
9147,0,1,2,1,13,1,1,14,70,0,3,0,11,3,2,2,1,cs11381954239776331513.png
9148,1,1,1,1,1,3,5,13,68,2,3,1,7,3,2,1,0,cs11382347236172944146.png
9149,0,0,0,1,11,1,2,10,27,2,4,7,11,6,0,1,0,cs11382450640024692245.png
9150,1,0,0,0,9,1,2,1,15,0,9,0,11,6,0,0,0,cs1138267578232231887.png
9151,1,0,2,1,3,0,0,14,49,1,3,9,7,3,2,2,0,cs1138270060593504311.png
9152,1,1,0,0,7,0,5,14,18,4,1,8,2,5,0,2,1,cs11382950993664340416.png
9153,1,1,0,1,6,0,2,9,38,2,10,2,11,2,2,2,0,cs11383367345167129810.png
9154,0,1,0,1,0,3,4,14,65,1,5,8,11,1,0,1,2,cs11383382320794484913.png
9155,1,1,1,1,13,2,1,14,82,4,3,2,11,6,1,2,2,cs113835201862675849.png
9156,1,1,0,0,9,1,3,14,80,0,1,8,8,1,1,1,1,cs11383563351240512084.png
9157,1,1,0,0,6,3,2,1,96,2,1,1,11,6,1,1,1,cs11384053541160528009.png
9158,1,0,0,0,8,3,1,9,74,0,8,5,11,2,0,2,0,cs11384527989642676311.png
9159,0,1,0,1,7,0,1,13,77,1,2,1,10,0,0,2,0,cs11384730581130667879.png
9160,0,1,1,0,11,0,3,1,101,3,7,4,2,1,2,2,1,cs11384812380042484509.png
9161,0,0,2,0,2,1,4,0,1,1,8,4,4,3,2,1,0,cs11385124549831902620.png
9162,1,0,1,1,12,1,0,14,102,4,8,0,11,0,1,2,1,cs11385166296932996728.png
9163,1,0,2,1,9,1,6,14,24,0,1,6,2,4,1,1,1,cs1138557026930988004.png
9164,0,1,2,0,10,0,0,14,107,3,7,4,11,1,0,0,1,cs11385576056342172732.png
9165,0,1,1,0,0,1,0,14,13,0,7,6,5,2,1,1,1,cs1138558640571460642.png
9166,1,1,1,0,6,3,3,14,25,1,3,4,11,0,2,0,1,cs11385589684653590553.png
9167,1,1,1,0,6,1,6,14,44,3,4,8,11,2,0,2,0,cs11385766627408421941.png
9168,1,1,1,0,7,0,3,14,102,2,6,8,11,4,2,2,2,cs11386140888315279712.png
9169,1,1,1,1,3,3,6,14,79,3,9,9,11,3,0,2,2,cs11386338202291042292.png
9170,0,0,2,0,6,2,3,0,80,1,9,6,11,0,1,0,0,cs11386367786074817011.png
9171,1,0,1,0,12,1,2,14,54,3,9,7,6,6,0,0,1,cs11386854201633825996.png
9172,1,0,2,0,8,1,6,14,98,0,8,7,3,5,0,0,0,cs11387124389297370537.png
9173,1,0,2,0,1,1,4,12,66,3,3,7,11,2,1,2,0,cs11387174243608909606.png
9174,1,1,0,1,13,3,1,0,11,3,8,4,9,4,2,1,0,cs11387196418238495910.png
9175,1,0,1,0,3,1,5,14,34,2,8,9,11,1,2,1,2,cs1138743892390330511.png
9176,1,0,1,0,10,0,4,14,22,0,3,3,11,3,2,1,2,cs11387687834068761684.png
9177,1,1,1,1,6,1,0,14,18,0,8,5,11,6,1,1,1,cs11387859966869309513.png
9178,1,1,2,0,8,0,6,4,33,0,0,3,11,3,1,2,1,cs11387952575583385918.png
9179,1,0,0,0,6,3,3,4,21,4,10,0,6,4,0,1,2,cs11388034999944020494.png
9180,1,0,1,0,3,0,3,7,80,1,4,6,11,4,0,0,1,cs11388443604929096035.png
9181,0,0,0,0,12,3,0,8,14,1,4,6,2,1,0,2,0,cs11388590349602754297.png
9182,0,1,0,0,2,2,2,2,34,4,4,7,1,2,0,2,1,cs11388626884904095515.png
9183,1,0,1,1,2,0,2,1,69,4,10,8,5,5,1,2,0,cs11389023853317547003.png
9184,1,1,1,1,8,1,6,14,23,3,6,5,4,5,1,1,1,cs11389115714333816372.png
9185,1,0,0,1,0,1,2,14,70,2,3,6,6,3,0,1,1,cs11389333750234610633.png
9186,1,1,1,0,11,0,3,14,69,3,5,2,11,0,0,0,2,cs11389418256849586180.png
9187,0,0,1,1,1,2,2,0,57,4,3,4,11,1,2,2,2,cs11389480647447612114.png
9188,0,0,1,1,2,2,4,8,9,1,5,0,11,6,0,2,2,cs11389488465962912055.png
9189,0,1,2,0,13,3,6,14,25,0,2,7,6,1,0,0,2,cs11389536858453195941.png
9190,0,0,0,1,0,3,4,9,31,3,9,8,11,2,2,0,2,cs11389925416393128136.png
9191,0,1,2,0,0,2,6,14,28,2,0,6,11,3,0,0,2,cs11390051616418250775.png
9192,1,0,2,1,0,1,5,14,3,2,7,4,0,2,1,0,1,cs11390063479118006684.png
9193,1,1,1,1,10,2,4,14,38,1,1,6,1,6,2,0,1,cs11390097518738471221.png
9194,0,1,0,1,1,2,3,14,97,2,7,8,3,1,2,1,1,cs11390146856385383951.png
9195,0,1,2,1,8,1,2,5,104,1,7,9,3,4,1,2,1,cs11390548303556013614.png
9196,0,1,2,1,8,2,0,14,78,3,10,6,11,2,1,2,2,cs11390937672602976641.png
9197,1,0,1,0,7,3,6,9,13,4,9,3,9,0,0,2,0,cs11390940377787227631.png
9198,0,0,1,1,6,1,1,14,41,2,2,8,7,4,1,1,0,cs11391414431166864888.png
9199,1,1,2,1,13,2,2,1,106,1,4,8,3,2,0,1,2,cs11391451993150750250.png
9200,1,1,0,1,8,2,6,14,2,3,10,6,11,3,0,1,1,cs11391535006602071545.png
9201,0,0,2,1,2,1,4,14,102,2,1,1,4,4,0,1,0,cs1139154715905390204.png
9202,1,0,0,1,7,3,0,14,63,3,0,9,4,6,1,1,0,cs11391556691852613860.png
9203,0,0,1,0,13,0,4,14,23,2,0,1,11,3,1,2,0,cs11391976337954915589.png
9204,1,0,2,0,3,1,1,10,92,2,7,0,11,6,2,1,1,cs11392047975410885635.png
9205,0,0,2,1,11,0,6,13,67,0,3,0,3,4,2,2,0,cs11392368622830575143.png
9206,0,0,0,1,6,1,0,14,55,2,2,9,3,1,0,0,1,cs11392414611437609250.png
9207,1,0,0,0,11,3,6,14,84,0,5,6,9,4,2,2,0,cs11392578149065205547.png
9208,0,0,1,0,10,0,4,7,17,0,4,0,9,0,1,1,2,cs11393100227215833494.png
9209,1,0,2,1,8,0,6,14,83,2,7,9,1,4,1,2,2,cs11393128501178718015.png
9210,1,0,1,1,6,1,1,2,86,3,7,5,9,3,1,0,0,cs11393296471465774742.png
9211,1,1,2,1,8,3,0,14,65,1,2,4,9,6,1,1,1,cs11393798842512362693.png
9212,1,1,1,1,7,3,6,14,92,3,4,6,11,5,2,0,2,cs11393888861160319826.png
9213,1,0,1,1,10,1,1,14,56,2,10,9,11,2,2,1,1,cs11394263523269600074.png
9214,1,0,2,0,2,1,5,14,22,3,1,6,10,0,1,2,1,cs11394976428862866850.png
9215,0,1,2,1,12,3,4,1,3,3,5,2,1,5,0,0,2,cs11395203930253096444.png
9216,0,0,0,1,9,2,2,0,11,4,10,2,4,5,2,1,1,cs11395540397782147443.png
9217,1,0,1,0,7,2,4,7,66,3,3,4,11,5,2,1,1,cs11395685030054110038.png
9218,1,1,2,1,3,2,4,4,76,1,1,9,11,1,1,2,1,cs11395832990368114142.png
9219,0,1,0,1,8,0,4,1,53,1,1,2,2,6,0,1,0,cs11395953795677817858.png
9220,0,0,0,0,3,0,5,14,71,4,2,8,11,0,1,0,0,cs11396142901992333226.png
9221,0,0,1,1,7,1,2,1,105,0,1,5,11,6,2,0,0,cs11396294164780293097.png
9222,0,1,0,0,3,2,4,1,79,1,1,3,8,6,0,1,2,cs11396390060825448120.png
9223,1,0,1,0,6,1,2,14,52,4,0,1,11,2,2,1,1,cs11396804336526487011.png
9224,0,1,1,1,2,3,2,6,99,1,1,0,2,1,0,1,2,cs11396862324008587476.png
9225,0,1,2,0,3,1,2,14,82,3,5,0,11,0,2,1,1,cs11396887790290948712.png
9226,1,1,0,1,9,0,4,7,37,4,6,0,0,4,0,2,1,cs11396938628133930347.png
9227,0,1,1,1,8,3,1,1,83,2,10,3,5,5,2,0,1,cs1139744266676642335.png
9228,0,0,2,0,12,0,5,5,84,1,0,6,7,5,1,2,2,cs11397822297800210758.png
9229,1,0,1,0,5,1,2,12,93,0,9,7,0,6,0,2,1,cs11397896227382054773.png
9230,0,0,1,1,3,2,0,14,71,2,9,9,0,3,0,1,1,cs1139790125303972812.png
9231,0,1,2,0,3,2,6,6,59,3,1,2,11,5,2,2,0,cs11397905783184812815.png
9232,1,1,2,1,13,3,2,14,62,3,3,5,11,2,0,2,0,cs11397989199126704065.png
9233,1,0,2,0,12,0,6,9,75,1,1,3,7,1,1,0,0,cs11398043132157435676.png
9234,1,1,2,0,11,2,1,10,15,2,5,7,11,3,2,1,1,cs11398199150835157345.png
9235,1,1,2,0,0,1,5,0,4,2,7,9,6,4,1,0,0,cs11398253510571645377.png
9236,0,1,0,1,7,2,6,13,38,0,7,8,8,3,0,0,0,cs11398418237448740917.png
9237,0,0,2,1,4,3,2,11,1,1,8,1,6,1,2,0,2,cs11398577855012576053.png
9238,0,1,0,0,8,1,3,14,95,3,1,9,11,2,0,0,0,cs1139903770895933913.png
9239,1,0,1,1,8,3,1,14,85,0,5,4,10,1,2,2,0,cs11399438377395339697.png
9240,1,1,1,1,1,3,0,4,81,1,8,8,8,3,0,1,2,cs11399461815011809969.png
9241,1,1,0,1,5,2,4,14,34,3,9,7,10,5,2,0,0,cs11399487980365246908.png
9242,0,0,2,1,12,1,1,8,35,4,6,6,8,4,0,2,0,cs11399499991209802378.png
9243,1,0,2,0,10,3,6,5,51,2,8,2,11,3,2,1,2,cs11399751886509725659.png
9244,0,0,1,1,3,2,3,14,91,3,9,2,11,2,0,1,2,cs11399806986520379240.png
9245,1,1,1,0,11,2,5,14,44,1,4,7,11,4,0,2,2,cs11399813841720161493.png
9246,0,0,1,0,8,3,5,14,27,3,10,6,11,1,1,1,2,cs11399903483459984103.png
9247,0,0,1,1,8,2,0,1,52,4,3,7,11,6,1,0,1,cs11400128160295237557.png
9248,0,0,1,0,2,2,4,14,66,0,8,9,11,1,0,0,2,cs11400305411073007105.png
9249,1,1,1,0,3,3,1,6,22,3,5,7,11,2,1,0,0,cs1140030923204285673.png
9250,0,0,1,1,2,0,1,3,36,4,7,6,3,1,1,2,0,cs11400454956566033128.png
9251,0,0,0,1,10,2,6,14,51,3,1,4,0,4,0,0,2,cs11400462380601307204.png
9252,1,1,2,1,13,0,5,9,82,2,2,4,11,6,2,1,0,cs11400556429777816623.png
9253,1,0,0,0,12,1,1,14,55,1,3,5,11,2,1,0,1,cs11400680327550498633.png
9254,0,0,1,0,10,2,5,8,72,1,10,3,11,0,2,0,1,cs11400732596083814924.png
9255,0,1,2,0,2,2,6,14,27,1,10,2,4,0,2,1,2,cs11400812584763119759.png
9256,0,1,0,0,13,1,2,7,58,3,3,4,11,6,2,0,2,cs11401112855017520175.png
9257,1,1,0,1,3,1,4,7,64,1,5,4,3,5,2,2,2,cs1140140417252074281.png
9258,1,1,1,1,11,2,6,14,25,2,4,1,11,4,0,0,2,cs11401506013769745085.png
9259,0,1,1,1,0,3,3,11,57,3,4,4,11,6,1,2,0,cs11401521343434645460.png
9260,1,0,1,0,2,1,6,1,18,2,3,8,6,2,1,1,2,cs11401525898368610113.png
9261,1,0,2,1,5,3,3,0,63,4,1,6,3,2,0,2,0,cs11401539041143189220.png
9262,0,1,2,1,3,1,0,14,86,0,0,6,1,6,1,1,1,cs1140157918240626641.png
9263,1,0,0,1,13,0,3,14,64,4,10,5,11,3,1,0,1,cs11401684433352351172.png
9264,1,0,0,0,12,2,5,0,40,4,3,1,3,5,2,1,1,cs1140172971336216492.png
9265,1,0,1,0,8,0,5,14,87,3,8,2,11,5,1,2,2,cs11402252694522403340.png
9266,0,0,0,1,8,3,4,14,80,1,9,3,11,0,0,1,2,cs11402302323659696529.png
9267,1,0,2,0,8,3,2,14,57,0,3,4,5,0,0,0,1,cs11402375536290158052.png
9268,1,0,1,0,0,1,2,5,62,1,8,8,11,3,2,2,0,cs11402568624143857049.png
9269,1,1,0,1,3,2,1,9,19,0,2,1,3,5,1,2,1,cs1140257006182172812.png
9270,1,1,0,1,10,1,4,14,30,3,5,6,11,2,0,2,2,cs11402689035175819936.png
9271,0,0,2,1,0,2,0,14,2,2,2,0,8,0,1,2,1,cs11402964028542125714.png
9272,1,1,2,1,12,1,0,14,63,1,2,8,11,2,0,1,1,cs11403016860069571030.png
9273,1,1,1,0,8,2,5,14,0,4,9,9,6,5,2,0,2,cs11403146569067257893.png
9274,1,0,0,1,1,1,0,14,75,4,3,2,9,6,0,0,2,cs11403591999158603778.png
9275,0,0,2,0,12,1,6,9,39,2,1,8,11,2,1,1,2,cs11403767894991352270.png
9276,0,0,2,0,3,2,6,14,106,4,10,2,11,6,1,2,1,cs11404138147036278017.png
9277,1,1,1,0,1,3,6,14,109,3,2,4,11,3,2,2,2,cs11404149702068819651.png
9278,1,1,1,0,13,3,3,14,100,3,2,8,7,5,2,2,1,cs11404155926988405858.png
9279,1,1,1,1,2,0,0,4,50,1,9,3,11,5,2,0,1,cs1140445949774044724.png
9280,1,1,1,0,9,1,2,14,36,4,9,4,5,4,1,1,1,cs11404469847238156679.png
9281,0,1,0,0,6,3,2,12,85,0,0,2,11,3,2,0,0,cs11404748634814761593.png
9282,0,1,1,0,13,1,3,14,44,4,3,5,11,4,2,0,2,cs11404896069939931573.png
9283,1,0,2,1,12,0,0,14,28,3,4,8,9,0,1,1,0,cs11405008080827354656.png
9284,1,1,0,1,10,1,1,6,67,1,4,2,11,0,1,2,0,cs11405009941606239767.png
9285,1,0,0,1,11,3,2,14,25,2,0,0,1,1,2,0,1,cs11405054776121109559.png
9286,0,0,0,1,4,0,3,6,58,4,10,2,0,6,1,0,0,cs11405198272719244139.png
9287,0,1,0,1,8,2,6,10,55,1,6,1,1,3,0,2,2,cs11405217695700142282.png
9288,1,1,1,1,2,0,2,14,96,0,7,0,10,3,1,0,0,cs11405445922927222115.png
9289,1,0,2,0,9,3,3,14,12,2,5,2,6,1,0,2,2,cs11405597438335548904.png
9290,1,0,0,1,10,1,4,12,46,3,3,7,11,1,2,0,2,cs11405619668235058172.png
9291,1,1,1,0,13,3,2,14,101,2,10,9,2,5,2,1,0,cs11405675092793203249.png
9292,0,1,0,0,3,2,5,10,91,2,4,6,11,0,2,0,1,cs1140570344699984587.png
9293,0,0,0,0,12,0,5,13,87,0,10,4,11,6,2,1,0,cs11405792623989858418.png
9294,0,0,1,0,10,1,1,14,110,3,3,2,0,0,2,1,1,cs1140586277385853577.png
9295,1,1,2,0,10,1,1,4,86,4,9,3,11,5,0,1,1,cs11405895699509697365.png
9296,0,0,1,0,3,1,2,14,44,2,1,7,8,5,2,0,1,cs11405981322118262039.png
9297,0,0,1,1,10,1,4,14,89,1,7,9,11,1,2,1,1,cs1140606540203690755.png
9298,1,1,0,1,6,0,0,1,103,0,2,0,11,3,1,1,1,cs11406330443965916477.png
9299,0,1,2,1,10,2,1,1,24,4,7,3,7,1,0,2,1,cs1140641219113265023.png
9300,1,0,1,0,7,3,4,0,29,4,3,8,11,3,2,0,0,cs11406457695273193930.png
9301,1,1,0,1,11,0,2,14,50,0,5,5,1,4,0,1,2,cs11406668673054471144.png
9302,1,1,1,1,9,1,3,14,85,0,9,9,8,3,1,0,0,cs11406807718610681818.png
9303,1,0,2,0,13,2,3,10,95,0,4,0,2,2,0,2,2,cs11406915682593403895.png
9304,1,0,2,0,3,0,2,14,41,1,10,3,11,2,1,1,2,cs11407013275652521183.png
9305,0,1,0,0,4,0,2,14,4,2,3,9,7,0,1,2,0,cs11407031546016503053.png
9306,1,0,2,0,9,1,4,14,16,4,0,7,0,5,0,2,2,cs1140710255501535171.png
9307,0,0,1,0,9,1,3,14,16,2,9,7,11,6,0,2,1,cs11407122601265469706.png
9308,0,0,0,1,12,1,4,14,56,2,4,3,11,0,1,1,0,cs11407337443345871199.png
9309,0,1,2,0,11,2,6,3,104,1,2,1,5,5,0,2,2,cs11407387249458309575.png
9310,0,0,1,0,7,0,3,14,22,1,2,8,11,4,2,2,2,cs1140739299888010423.png
9311,0,0,1,1,7,1,2,14,102,1,4,3,11,5,2,0,2,cs11407652163027882224.png
9312,1,0,1,0,11,3,5,14,85,3,10,6,1,3,0,1,2,cs11407669535619186531.png
9313,1,0,1,0,7,0,5,14,39,1,1,5,2,4,1,0,0,cs11407700772817557635.png
